file,line,snippet
supabase/functions/call-ai-authorize-live/index.ts,177,"await supabase.from(""mode_transition_logs"").insert({"
supabase/functions/call-ai-auto-downgrade/index.ts,135,.update(updatePayload)
supabase/functions/call-ai-auto-downgrade/index.ts,139,"await supabase.from(""mode_transition_logs"").insert({"
supabase/functions/call-ai-auto-downgrade/index.ts,149,"await supabase.from(""ai_audit_logs"").insert({"
supabase/functions/call-ai-auto-downgrade/index.ts,165,.update({ consecutive_failures: 0 })
supabase/functions/call-ai-canary-escape/index.ts,53,.update({
supabase/functions/call-ai-canary-escape/index.ts,95,.update({
supabase/functions/call-ai-canary-escape/index.ts,110,await supabase.from('canary_escape_events').insert({
supabase/functions/call-ai-canary-escape/index.ts,125,await supabase.from('ai_call_tone_events').insert({
supabase/functions/call-ai-canary-escape/index.ts,134,await supabase.from('ai_agent_failures').insert({
supabase/functions/call-ai-canary-escape/index.ts,162,.update({
supabase/functions/call-ai-canary-escape/index.ts,170,.update({
supabase/functions/call-ai-canary-gate/index.ts,201,await supabase.from('canary_call_log').insert({
supabase/functions/call-ai-canary-gate/index.ts,219,.update({
supabase/functions/call-ai-kill-switch/index.ts,114,.update({
supabase/functions/call-ai-kill-switch/index.ts,140,.update({
supabase/functions/call-ai-kill-switch/index.ts,150,.update({
supabase/functions/call-ai-kill-switch/index.ts,168,"await supabase.from(""mode_transition_logs"").insert({"
supabase/functions/call-ai-kill-switch/index.ts,190,.update({
supabase/functions/call-ai-kill-switch/index.ts,214,.update({
supabase/functions/call-ai-shadow-processor/index.ts,221,.upsert({
supabase/functions/call-ai-trust-evaluator/index.ts,158,.update(scoreData)
supabase/functions/call-ai-trust-evaluator/index.ts,163,".insert({ ...scoreData, current_mode: 'shadow' });"
supabase/functions/call-ai-trust-evaluator/index.ts,232,".update({ mode: newMode, updated_at: new Date().toISOString() })"
supabase/functions/call-ai-trust-evaluator/index.ts,240,.update({
supabase/functions/call-ai-trust-evaluator/index.ts,261,.insert({
supabase/functions/call-auto-escalation/index.ts,173,.update({
supabase/functions/call-auto-escalation/index.ts,183,.insert({
supabase/functions/call-auto-escalation/index.ts,225,"await supabase.from(""call_followups"").insert({"
supabase/functions/call-auto-escalation/index.ts,240,"await supabase.from(""communication_alerts"").insert({"
supabase/functions/call-auto-escalation/index.ts,249,"await supabase.from(""communication_escalations"").insert({"
supabase/functions/call-auto-escalation/index.ts,259,"await supabase.from(""sms_logs"").insert({"
supabase/functions/call-auto-escalation/index.ts,274,"await supabase.from(""voicemails"").update({ status: ""escalated"" }).eq(""id"", entity.id);"
supabase/functions/call-auto-escalation/index.ts,276,"await supabase.from(""call_outcomes"").update({ resolution_status: ""escalated"" }).eq(""id"", entity.id);"
supabase/functions/call-center-ai-processor/index.ts,131,await supabase.from('call_center_alerts').insert({
supabase/functions/call-center-ai-processor/index.ts,143,.update({
supabase/functions/call-center-ai-processor/index.ts,154,await supabase.from('call_center_tasks').insert(autoTasks);
supabase/functions/call-center-missed-call-recovery/index.ts,57,.update({ recovered: true })
supabase/functions/call-disclosure-handler/index.ts,66,.update({ disclosure_completed: true })
supabase/functions/call-disclosure-handler/index.ts,131,.update({
supabase/functions/call-disclosure-handler/index.ts,142,.update({ disclosure_violations: 1 })
supabase/functions/call-intelligence/index.ts,267,.update({ has_transcript: true })
supabase/functions/call-outcome-intelligence/index.ts,137,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-outcome-intelligence/index.ts,158,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-outcome-intelligence/index.ts,191,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-outcome-intelligence/index.ts,219,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-outcome-intelligence/index.ts,256,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-outcome-intelligence/index.ts,282,await supabase.from('call_intelligence_signals').insert({
supabase/functions/call-playbook-selector/index.ts,144,.insert({
supabase/functions/call-playbook-selector/index.ts,163,.update({
supabase/functions/call-state-orchestrator/index.ts,131,await supabase.from('call_state_transitions').insert({
supabase/functions/call-state-orchestrator/index.ts,409,await supabase.from('ai_audit_events').insert({
supabase/functions/call-technique-extractor/index.ts,185,.update({ is_exemplar_call: true })
supabase/functions/campaign-frame-writer/index.ts,126,"await supabase.from(""execution_gate_log"").insert({"
supabase/functions/campaign-frame-writer/index.ts,142,.update({ frame_written: true })
supabase/functions/campaign-frame-writer/index.ts,149,.update({
supabase/functions/campaign-frame-writer/index.ts,160,"await supabase.from(""outbound_opt_out_registry"").upsert({"
supabase/functions/campaign-frame-writer/index.ts,231,.update({
supabase/functions/campaign-kill-switch/index.ts,109,await supabase.from('ai_audit_logs').insert({
supabase/functions/campaign-kill-switch/index.ts,167,await supabase.from('ai_audit_logs').insert({
supabase/functions/campaign-kill-switch/index.ts,272,.update({
supabase/functions/cb-dispatch-engine/index.ts,56,"await supabase.from(""cb_communication_logs"").insert({"
supabase/functions/cb-dispatch-engine/index.ts,318,"await supabase.from(""cb_partner_response_tokens"").insert({"
supabase/functions/cb-dispatch-engine/index.ts,330,.insert({
supabase/functions/cb-dispatch-engine/index.ts,359,".update({ status: smsResult.success ? ""sent"" : ""failed"", sent_at: new Date().toISOString(),"
supabase/functions/cb-dispatch-engine/index.ts,381,".update({ status: emailResult.success ? ""sent"" : ""failed"", sent_at: new Date().toISOString(),"
supabase/functions/cb-dispatch-engine/index.ts,390,".update({ status: ""awaiting_quotes"", updated_at: new Date().toISOString() })"
supabase/functions/cb-dispatch-engine/index.ts,443,".update({ status: ""responded"", responded_at: new Date().toISOString() })"
supabase/functions/cb-dispatch-engine/index.ts,464,"await supabase.from(""cb_quote_selection_events"").insert({"
supabase/functions/cb-dispatch-engine/index.ts,476,".update({ is_selected: true }).eq(""id"", quote_id);"
supabase/functions/cb-dispatch-engine/index.ts,480,.update({
supabase/functions/cb-dispatch-engine/index.ts,532,".update({ status: ""customer_review"", customer_offer_sent_at: new Date().toISOString(), updated_at: new Date().toISOStrin"
supabase/functions/cb-dispatch-engine/index.ts,703,"await supabase.from(""cb_auto_evaluations"").insert(evalRows);"
supabase/functions/cb-dispatch-engine/index.ts,707,".update({ is_selected: true }).eq(""id"", winner.quote_id);"
supabase/functions/cb-dispatch-engine/index.ts,710,"await supabase.from(""cb_quote_margins"").upsert({"
supabase/functions/cb-dispatch-engine/index.ts,720,"await supabase.from(""cb_quote_selection_events"").insert({"
supabase/functions/cb-dispatch-engine/index.ts,730,"await supabase.from(""cb_booking_requests"").update({"
supabase/functions/cb-dispatch-engine/index.ts,768,"await supabase.from(""cb_booking_requests"").update({"
supabase/functions/check-bill-balances/index.ts,29,"await supabase.from(""funding_bills"").update({ card_sufficient: false, status: ""at_risk"" }).eq(""id"", bill.id);"
supabase/functions/check-bill-balances/index.ts,37,"await supabase.from(""funding_bills"").update({"
supabase/functions/check-bill-balances/index.ts,53,".update({ status: ""overdue"" })"
supabase/functions/claude-call-analyzer/index.ts,127,".update({ lead_quality: leadQuality, next_action: nextAction })"
supabase/functions/claude-call-analyzer/index.ts,314,"await supabase.from(""dynasty_lead_pipeline"").insert({"
supabase/functions/claude-call-analyzer/index.ts,347,.update({
supabase/functions/claude-call-analyzer/index.ts,355,"await supabase.from(""dynasty_objection_library"").insert({"
supabase/functions/clipper-connect-onboard/index.ts,61,.update({ stripe_connect_id: accountId })
supabase/functions/cold-call-tts-blast/index.ts,147,".update({ status: ""dialing"", updated_at: new Date().toISOString() })"
supabase/functions/cold-call-tts-blast/index.ts,203,.update({
supabase/functions/cold-call-tts-blast/index.ts,215,.update({
supabase/functions/cold-call-tts-blast/index.ts,222,"await supabase.from(""manual_call_logs"").insert({"
supabase/functions/cold-call-tts-blast/index.ts,238,.update({
supabase/functions/cold-call-tts-blast/index.ts,276,.update({
supabase/functions/cold-call-tts-blast/index.ts,288,".update({ status: ""completed"" })"
supabase/functions/cold-call-tts-webhook/index.ts,54,.update({
supabase/functions/cold-call-tts-webhook/index.ts,73,.update({
supabase/functions/cold-call-tts-webhook/index.ts,91,.update({
supabase/functions/cold-call-tts-webhook/index.ts,111,.update({
supabase/functions/compliance-baseline-manager/index.ts,214,.update({ is_active: false })
supabase/functions/compliance-baseline-manager/index.ts,234,.upsert({
supabase/functions/compliance-metrics-calculator/index.ts,142,await supabase.from('compliance_alerts').insert({
supabase/functions/compliance-sentinel/index.ts,62,".insert({ business_id, sentinel_enabled: true })"
supabase/functions/compliance-sentinel/index.ts,235,"await supabase.from(""compliance_drift_events"").insert({"
supabase/functions/compliance-sentinel/index.ts,262,.insert({
supabase/functions/compliance-sentinel/index.ts,280,.update({
supabase/functions/compliance-sentinel/index.ts,314,.update({
supabase/functions/compliance-sentinel/index.ts,326,.update({
supabase/functions/create-ops-thread/index.ts,118,await supabase.from('ops_inbox_events').insert({
supabase/functions/create-tt-booking/index.ts,142,await supabase.from('tt_notifications_log').insert({
supabase/functions/create-tt-booking/index.ts,152,await supabase.from('tt_dispatches').insert({
supabase/functions/create-tt-booking/index.ts,168,await supabase.from('tt_notifications_log').insert({
supabase/functions/create-tt-booking/index.ts,180,await supabase.from('tt_notifications_log').insert({
supabase/functions/credit-analysis-brain/index.ts,150,"await supabase.from(""client_notes"").insert({"
supabase/functions/credit-analysis-brain/index.ts,160,.update({
supabase/functions/crm-inactivity-scanner/index.ts,264,await supabase.from('owner_mission_activity').insert({
supabase/functions/crm-inactivity-scanner/index.ts,273,.update({
supabase/functions/crm-inactivity-scanner/index.ts,319,await supabase.from('owner_mission_activity').insert([
supabase/functions/dc-bland-dispatch/index.ts,199,.update(queuePatch)
supabase/functions/dc-bland-dispatch/index.ts,205,.update({
supabase/functions/dc-bland-dispatch/index.ts,213,.update({
supabase/functions/dc-bland-dispatch/index.ts,224,.update(queuePatch)
supabase/functions/dc-bland-dispatch/index.ts,252,.update(errorPatch)
supabase/functions/dc-bland-dispatch/index.ts,257,.update({
supabase/functions/dc-bland-dispatch/index.ts,265,.update({
supabase/functions/dc-bland-dispatch/index.ts,275,.update(errorPatch)
supabase/functions/dc-bland-dispatch/index.ts,309,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,327,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,349,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,417,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,425,await supabase.from('dynasty_ai_calls').insert({
supabase/functions/dc-bland-dispatch/index.ts,483,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,497,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,518,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,568,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-dispatch/index.ts,572,await supabase.from('dynasty_ai_calls').insert({
supabase/functions/dc-bland-dispatch/index.ts,584,"await supabase.from('dynasty_call_queue').update({ status: 'failed' }).eq('id', lead.id);"
supabase/functions/dc-bland-webhook/index.ts,87,"await supabase.from('dynasty_call_history').update(patch).eq('call_id', callId);"
supabase/functions/dc-bland-webhook/index.ts,89,await supabase.from('dynasty_call_history').insert({
supabase/functions/dc-bland-webhook/index.ts,107,".update({ status: 'calling', called_at: new Date().toISOString() })"
supabase/functions/dc-bland-webhook/index.ts,115,.update({ status: 'in-progress' })
supabase/functions/dc-bland-webhook/index.ts,122,await supabase.from('dynasty_call_transcripts').insert({
supabase/functions/dc-bland-webhook/index.ts,139,.update({
supabase/functions/dc-bland-webhook/index.ts,180,"await supabase.from('dynasty_call_history').update(completionPatch).eq('call_id', callId);"
supabase/functions/dc-bland-webhook/index.ts,182,await supabase.from('dynasty_call_history').insert({
supabase/functions/dc-bland-webhook/index.ts,204,"await supabase.from('dynasty_ai_calls').update(updateData).eq('call_id', callId);"
supabase/functions/dc-bland-webhook/index.ts,207,await supabase.from('dynasty_call_queue').update({
supabase/functions/dc-bland-webhook/index.ts,261,await supabase.from('dynasty_call_analysis').insert({
supabase/functions/dc-bland-webhook/index.ts,283,await supabase.from('dynasty_ai_calls').update({
supabase/functions/dc-bland-webhook/index.ts,308,.update({
supabase/functions/dc-bland-webhook/index.ts,325,await supabase.from('dynasty_lead_pipeline').insert({
supabase/functions/dc-bland-webhook/index.ts,336,await supabase.from('brandaro_close_pipeline').upsert({
supabase/functions/dc-bland-webhook/index.ts,356,await supabase.from('dynasty_objection_library').update({
supabase/functions/dc-bland-webhook/index.ts,361,await supabase.from('dynasty_objection_library').insert({
supabase/functions/dc-bland-webhook/index.ts,606,await supabase.from('re_va_tasks').insert({
supabase/functions/dc-inbound-call/index.ts,120,"supabase.from(""dc_call_logs"").insert({"
supabase/functions/dc-post-call-analysis/index.ts,724,await supabase.from(postProcessPayload.table).insert(postProcessPayload.payload);
supabase/functions/dd-affiliate-track/index.ts,60,.update({ total_clicks: (camp.total_clicks ?? 0) + 1 })
supabase/functions/dd-create-checkout/index.ts,392,"await supabase.from(""marketplace_orders"").delete().eq(""id"", orderId);"
supabase/functions/dd-create-checkout/index.ts,428,.update({ stripe_payment_intent_id: intent.id })
supabase/functions/dd-create-checkout/index.ts,536,.update({
supabase/functions/dd-create-checkout/index.ts,563,.update({
supabase/functions/dd-create-checkout/index.ts,644,".update({ discount_code: result.code, discount_amount: amt })"
supabase/functions/dd-create-checkout/index.ts,700,.update({ stripe_payment_intent_id: session.id })
supabase/functions/dd-generate-partner-payouts/index.ts,124,.update({ pending_balance: newPending })
supabase/functions/dd-generate-po/index.ts,198,".update({ status: ""sent"", sent_at: new Date().toISOString() })"
supabase/functions/dd-grabba-bridge/index.ts,132,".update({ fulfillment_status: ""routed"" })"
supabase/functions/dd-notify-customer-order-update/index.ts,237,.update({
supabase/functions/dd-notify-supplier-order/index.ts,205,".update({ supplier_notified: sent, supplier_notified_at: sent ? new Date().toISOString() : null })"
supabase/functions/dd-notify-supplier-order/index.ts,210,".update({ supplier_notified: true, supplier_notified_at: new Date().toISOString() })"
supabase/functions/dd-pay-partner/index.ts,93,"await supabase.from(""dd_partner_payouts"").update({"
supabase/functions/dd-pay-partner/index.ts,99,"await supabase.from(""dd_partner_profiles"").update({"
supabase/functions/dd-price-intelligence/index.ts,291,.update({ market_updated_at: new Date().toISOString() })
supabase/functions/dd-price-intelligence/index.ts,309,await supabase.from('dd_market_prices').insert(rows);
supabase/functions/dd-price-intelligence/index.ts,320,.update({
supabase/functions/dd-pro-monthly-report/index.ts,105,"await supabase.from(""email_jobs"").insert({"
supabase/functions/dd-refund-order/index.ts,65,.update({
supabase/functions/dd-release-reserves/index.ts,56,"await supabase.from(""dd_reserve_ledger"").update({"
supabase/functions/dd-release-reserves/index.ts,61,"await supabase.from(""dd_split_ledger"").update({"
supabase/functions/dd-stripe-connect-onboard/index.ts,37,".update({ stripe_connect_account_id: accountId }).eq(""id"", partner_id);"
supabase/functions/dd-stripe-connect-status/index.ts,59,.update({
supabase/functions/dd-stripe-connect-webhook/index.ts,39,.update({
supabase/functions/dd-stripe-webhook/index.ts,159,"await supabase.from(""marketplace_orders"").update(updatePayload).eq(""id"", orderId);"
supabase/functions/dd-stripe-webhook/index.ts,373,"await supabase.from(""dd_partner_earnings"").insert(rows);"
supabase/functions/dd-stripe-webhook/index.ts,376,"await supabase.from(""dd_partner_earnings"").insert({"
supabase/functions/dd-stripe-webhook/index.ts,390,.update({
supabase/functions/dd-stripe-webhook/index.ts,400,.update({
supabase/functions/dd-stripe-webhook/index.ts,486,.update({
supabase/functions/dd-stripe-webhook/index.ts,535,.update({
supabase/functions/dd-stripe-webhook/index.ts,578,"await supabase.from(""dd_disputes"").insert({"
supabase/functions/dd-stripe-webhook/index.ts,610,.update({
supabase/functions/dd-subscription-fulfillment/index.ts,134,"await supabase.from(""marketplace_order_items"").insert("
supabase/functions/dd-subscription-fulfillment/index.ts,166,"await supabase.from(""marketplace_orders"").update({ stripe_payment_intent_id: intent.id }).eq(""id"", orderId);"
supabase/functions/dd-subscription-fulfillment/index.ts,179,"await supabase.from(""dd_subscriptions"").update({"
supabase/functions/dd-subscription-fulfillment/index.ts,196,"await supabase.from(""dd_subscriptions"").update({"
supabase/functions/dd-subscription-fulfillment/index.ts,200,"await supabase.from(""marketplace_orders"").update({ payment_status: ""failed"" }).eq(""id"", orderId);"
supabase/functions/dd-subscription-fulfillment/index.ts,209,"await supabase.from(""dd_subscriptions"").update({"
supabase/functions/demo-stripe-webhook/index.ts,263,.update({
supabase/functions/demo-stripe-webhook/index.ts,284,"await supabase.from(""brandaro_message_log"").insert({"
supabase/functions/demo-stripe-webhook/index.ts,333,"await supabase.from(""brandaro_message_log"").insert({"
supabase/functions/detect-number-type/index.ts,73,"await supabase.from('outreach_leads').update(updatePayload).eq('id', lead_id);"
supabase/functions/detect-number-type/index.ts,77,await supabase.from('ai_instinct_log').insert({
supabase/functions/dialer-bridge-agent/index.ts,209,"await supabase.from(""live_call_sessions"").update({"
supabase/functions/dialer-bridge-agent/index.ts,215,"await supabase.from(""dialer_call_attempts"").update({"
supabase/functions/dialer-bridge-agent/index.ts,224,"await supabase.from(""dialer_call_attempts"").insert({"
supabase/functions/dialer-bridge-agent/index.ts,243,"await supabase.from(""dialer_agent_availability"").update({"
supabase/functions/dialer-call-status/index.ts,126,"await supabase.from(""outbound_call_queue"").update(update).eq(""id"", queue_item_id);"
supabase/functions/dialer-call-status/index.ts,148,"await supabase.from(""live_calls"").update(liveUpdate).eq(""call_sid"", callSid);"
supabase/functions/dispatch-campaign-tick/index.ts,128,.update({
supabase/functions/dropship-product-scorer/index.ts,85,"await supabase.from(""ai_scoring_runs"").update({"
supabase/functions/dropship-product-scorer/index.ts,273,"await supabase.from(""ai_scoring_runs"").update({"
supabase/functions/dropship-product-scorer/index.ts,330,"await supabase.from(""ai_scoring_runs"").update({"
supabase/functions/dynasty-agent-runner/index.ts,68,await supabase.from('dynasty_agent_insights').insert({
supabase/functions/dynasty-agent-runner/index.ts,88,".insert({ agent_name: agentName, status: 'running' })"
supabase/functions/dynasty-agent-runner/index.ts,320,await supabase.from('dynasty_agent_runs').update({
supabase/functions/dynasty-agent-runner/index.ts,327,await supabase.from('dynasty_agents').update({
supabase/functions/dynasty-command-brain/index.ts,116,"await supabase.from(""ai_instinct_log"").insert({"
supabase/functions/dynasty-recovery-claimant-intake/index.ts,149,".update({ email_notification_sent: true, email_notification_sent_at: new Date().toISOString() })"
supabase/functions/dynasty-recovery-claimant-intake/index.ts,173,".update({ sms_notification_sent: true, sms_notification_sent_at: new Date().toISOString() })"
supabase/functions/dynasty-recovery-claimant-intake/index.ts,209,.update({
supabase/functions/dynasty-recovery-general-inquiry/index.ts,110,".update({ email_notification_sent: true, email_notification_sent_at: new Date().toISOString() })"
supabase/functions/escalation-handler/index.ts,201,.update({
supabase/functions/escalation-handler/index.ts,209,"await supabase.from(""ai_audit_events"").insert({"
supabase/functions/escalation-handler/index.ts,248,.update({
supabase/functions/escalation-handler/index.ts,266,.update({ handoff_state: 'human_active' })
supabase/functions/escalation-handler/index.ts,292,.update({
supabase/functions/evening-ops-cycle/index.ts,114,await supabase.from('ai_routine_logs').insert({
supabase/functions/evening-ops-cycle/index.ts,190,await supabase.from('ai_recommendations').insert({
supabase/functions/evening-ops-cycle/index.ts,244,await supabase.from('ai_ops_log').insert({
supabase/functions/evening-ops-cycle/index.ts,272,await supabase.from('ai_ops_log').insert({
supabase/functions/execute-playbook/index.ts,82,.insert({
supabase/functions/execute-playbook/index.ts,122,"await supabase.from('outreach_leads').update({ status: 'queued', updated_at: new Date().toISOString() }).eq('id', lead_i"
supabase/functions/execute-playbook/index.ts,128,await supabase.from('ai_work_tasks').insert({
supabase/functions/execute-playbook/index.ts,141,await supabase.from('ai_drift_alerts').insert({
supabase/functions/execute-playbook/index.ts,153,await supabase.from('outreach_calls').insert({
supabase/functions/execute-playbook/index.ts,164,"await supabase.from('outreach_leads').update({ status: cfg.new_status, updated_at: new Date().toISOString() }).eq('id', "
supabase/functions/execute-playbook/index.ts,182,await supabase.from('playbook_executions').update({
supabase/functions/execute-playbook/index.ts,189,await supabase.from('communication_playbooks').update({
supabase/functions/execute-playbook/index.ts,195,await supabase.from('ai_instinct_log').insert({
supabase/functions/executive-decision-engine/index.ts,133,"await supabase.from(""campaign_audit_frames"").insert({"
supabase/functions/executive-decision-engine/index.ts,196,"await supabase.from(""policy_violations"").insert({"
supabase/functions/executive-decision-engine/index.ts,245,"await supabase.from(""campaign_audit_frames"").insert({"
supabase/functions/executive-decision-engine/index.ts,301,"await supabase.from(""campaign_audit_frames"").insert({"
supabase/functions/executive-directive-manager/index.ts,187,.update({ status: 'paused' })
supabase/functions/executive-directive-manager/index.ts,222,.update({ status: 'halted' })
supabase/functions/executive-directive-manager/index.ts,226,"await supabase.from(""executive_memory_artifacts"").insert({"
supabase/functions/executive-policy-manager/index.ts,115,"await supabase.from(""policy_signing_log"").insert({"
supabase/functions/executive-policy-manager/index.ts,175,"await supabase.from(""policy_signing_log"").insert({"
supabase/functions/executive-policy-manager/index.ts,200,"await supabase.from(""policy_signing_log"").insert({"
supabase/functions/executive-policy-manager/index.ts,225,"await supabase.from(""policy_signing_log"").insert({"
supabase/functions/expansion-ai/index.ts,212,"await supabaseClient.from(""expansion_scores"").delete().neq(""id"", ""00000000-0000-0000-0000-000000000000"");"
supabase/functions/expansion-ai/index.ts,215,"await supabaseClient.from(""expansion_scores"").insert(topScores);"
supabase/functions/fetch-experiences/index.ts,53,"await supabase.from(""experience_sync_errors"").insert({"
supabase/functions/fetch-experiences/index.ts,119,"await supabase.from(""experience_sync_errors"").insert({"
supabase/functions/finalize-audit-draft/index.ts,117,"await supabase.from(""invoice_line_items"").insert({"
supabase/functions/finalize-audit-draft/index.ts,148,.delete()
supabase/functions/finalize-audit-draft/index.ts,151,"await supabase.from(""invoices"").delete().eq(""id"", newInvoice.id);"
supabase/functions/finalize-audit-draft/index.ts,156,"await supabase.from(""audit_approvals_log"").insert({"
supabase/functions/finance-signal-scanner/index.ts,137,await supabase.from('owner_mission_activity').insert({
supabase/functions/finance-signal-scanner/index.ts,147,.update({
supabase/functions/finance-signal-scanner/index.ts,193,await supabase.from('owner_mission_activity').insert([
supabase/functions/floor-agent-runner/index.ts,121,"await supabase.from('floor_agents').update({ tokens_used_today: 0, budget_reset_at: today }).eq('id', agent.id);"
supabase/functions/floor-agent-runner/index.ts,131,const { data: run } = await supabase.from('floor_agent_runs').insert({
supabase/functions/floor-agent-runner/index.ts,194,await supabase.from('floor_agents').update({
supabase/functions/floor-agent-runner/index.ts,201,await supabase.from('floor_agent_runs').update({
supabase/functions/floor-agent-runner/index.ts,219,await supabase.from('floor_agent_runs').update({
supabase/functions/follow-up-engine/index.ts,165,await supabase.from('ai_follow_up_log').insert({
supabase/functions/follow-up-engine/index.ts,230,await supabase.from('ai_follow_up_log').insert({
supabase/functions/follow-up-engine/index.ts,292,await supabase.from('ai_follow_up_log').insert({
supabase/functions/follow-up-engine/index.ts,353,await supabase.from('ai_follow_up_log').insert({
supabase/functions/followup-execution-worker/index.ts,52,".update({ status: ""failed"" })"
supabase/functions/followup-execution-worker/index.ts,89,".update({ status: ""completed"", notes: ""All targets processed"" })"
supabase/functions/followup-execution-worker/index.ts,102,.update({
supabase/functions/followup-execution-worker/index.ts,269,".update({ status: ""skipped"", last_error: ""No phone"", updated_at: new Date().toISOString() })"
supabase/functions/followup-execution-worker/index.ts,311,"await supabase.from(""live_calls"").insert({"
supabase/functions/followup-execution-worker/index.ts,329,".update({ status: ""failed"", last_error: qErr.message, attempt_count: target.attempt_count + 1, updated_at: new Date().to"
supabase/functions/followup-execution-worker/index.ts,335,".update({ status: ""queued"", attempt_count: target.attempt_count + 1, updated_at: new Date().toISOString() })"
supabase/functions/followup-execution-worker/index.ts,366,.update({
supabase/functions/funding-plaid/index.ts,120,"await supabase.from(""funding_plaid_transactions"").insert(rows);"
supabase/functions/funding-plaid/index.ts,137,.update({
supabase/functions/funding-plaid/index.ts,148,.update({ last_synced_at: new Date().toISOString() })
supabase/functions/gasmask-dnc-smoke/index.ts,29,await supabase.from('dnc_list').delete().or(
supabase/functions/gasmask-dnc-smoke/index.ts,108,await supabase.from('dnc_list').delete().or(
supabase/functions/gasmask-missed-call-handler/index.ts,133,"await supabase.from(""communication_logs"").insert({"
supabase/functions/gasmask-opportunity-sync/index.ts,49,.insert(payload)
supabase/functions/gasmask-order-receipt/index.ts,104,"await supabase.from(""store_signup_tokens"").insert({"
supabase/functions/gasmask-order-receipt/index.ts,133,"await supabase.from(""communication_logs"").insert({"
supabase/functions/gasmask-route-agent/index.ts,116,.update({
supabase/functions/gasmask-route-agent/index.ts,414,.update({
supabase/functions/gasmask-route-agent/index.ts,425,.update({ route_position: i + 1 })
supabase/functions/gasmask-sms-inbound/index.ts,106,"await supabase.from(""communication_messages"").insert({"
supabase/functions/gasmask-sms-inbound/index.ts,189,"await supabase.from(""gasmask_visit_triggers"").insert({"
supabase/functions/gasmask-voicemail-complete/index.ts,49,"await supabase.from(""voicemails"").insert({"
supabase/functions/gasmask-voicemail-transcription/index.ts,50,".update({ transcription: text || null, transcription_status: status || ""completed"" })"
supabase/functions/gdrive-backup/index.ts,576,"await supabase.from(""health_checks"").update({"
supabase/functions/generate-canva-asset/index.ts,62,.insert({
supabase/functions/generate-canva-asset/index.ts,127,".update({ status: 'failed', metadata: { ...context, canva_error: errText } })"
supabase/functions/generate-canva-asset/index.ts,163,"await supabase.from('generated_assets').update({ status: 'failed' }).eq('id', assetRecord!.id);"
supabase/functions/generate-canva-asset/index.ts,202,await supabase.from('generated_assets').update({
supabase/functions/generate-canva-asset/index.ts,211,await supabase.from('ai_instinct_log').insert({
supabase/functions/generate-daily-ops-report/index.ts,175,"await supabase.from(""daily_ops_reports"").upsert({"
supabase/functions/generate-deletion-letter/index.ts,373,".update({ generated_letter: letter, generated_at: new Date().toISOString(), letter_status: ""ready_to_send"" })"
supabase/functions/generate-live-response/index.ts,235,"await supabase.from(""brandaro_va_lead_heat"").update({"
supabase/functions/generate-live-response/index.ts,247,"await supabase.from(""brandaro_va_alerts"").insert({"
supabase/functions/generate-ut-ambassador-insights/index.ts,116,"await supabase.from(""unforgettable_ambassadors"").update({"
supabase/functions/generate-ut-ambassador-insights/index.ts,128,"await supabase.from(""ut_ambassador_insights"").insert(insights);"
supabase/functions/generate-visit-checklist/index.ts,278,.update({ ai_recommendation: checklist.visit_objective })
supabase/functions/get-todays-games/index.ts,46,"try { await supabase.from('api_fetch_logs').insert({ source: 'odds_api', status_code: oddsStatus, error_message: oddsErr"
supabase/functions/get-todays-games/index.ts,49,"try { await supabase.from('api_fetch_logs').insert({ source: 'odds_api', status_code: 0, error_message: oddsError, games"
supabase/functions/get-todays-games/index.ts,65,"try { await supabase.from('api_fetch_logs').insert({ source: 'sportsdata', status_code: sdioStatus, error_message: sdioE"
supabase/functions/get-todays-games/index.ts,68,"try { await supabase.from('api_fetch_logs').insert({ source: 'sportsdata', status_code: 0, error_message: sdioError, gam"
supabase/functions/get-todays-games/index.ts,146,await supabase.from('sbo_games').update({
supabase/functions/get-todays-games/index.ts,153,const { data: newGame } = await supabase.from('sbo_games').insert({
supabase/functions/get-todays-games/index.ts,171,.delete()
supabase/functions/get-todays-games/index.ts,176,await supabase.from('sbo_odds').insert({
supabase/functions/governed-outbound-call/index.ts,273,"await supabase.from(""execution_gate_log"").insert({"
supabase/functions/governed-outbound-call/index.ts,373,.upsert({
supabase/functions/grant-auto-apply/index.ts,123,".update({ application_status: ""package_ready"" })"
supabase/functions/grant-auto-apply/index.ts,299,".update({ application_status: ""package_ready"" })"
