file,line,snippet
src/pages/gasmask/RouteEnginePage.tsx,313,"await (supabase as any).from('gasmask_visit_triggers').update({ status: 'snoozed' }).eq('id', id);"
src/pages/grabba/ChangeControlCenter.tsx,155,await supabase.from('change_control_audit').insert({
src/pages/grabba/ChangeControlCenter.tsx,204,await supabase.from('change_control_audit').insert({
src/pages/grabba/UnifiedUploadCenter.tsx,91,await supabase.from('batch_upload_history').insert({
src/pages/os/betting/HedgeCenter.tsx,486,await (supabase as any).from('sbo_arbitrage').insert({
src/pages/os/betting/HedgeCenter.tsx,594,"await (supabase as any).from('sbo_user_books').insert({ book_name: name, account_balance: balance || 0 });"
src/pages/os/betting/HedgeCenter.tsx,605,"await (supabase as any).from('sbo_user_books').update({ is_active: false }).eq('id', id);"
src/pages/os/betting/SBOCapperTracker.tsx,466,"await (supabase as any).from('sbo_cappers').update({ is_active: !current }).eq('id', id);"
src/pages/os/betting/SBOCapperTracker.tsx,470,"await (supabase as any).from('sbo_cappers').delete().eq('id', id);"
src/pages/os/betting/SBOCapperTracker.tsx,1255,"await (supabase as any).from('sbo_capper_picks').update({ result }).eq('id', pickId);"
src/pages/os/betting/SBOCapperTracker.tsx,1263,"await (supabase as any).from('sbo_cappers').update({ total_picks: updated.length, win_rate: winRate, updated_at: new Dat"
src/pages/os/betting/SBOWalletTracker.tsx,206,"await (supabase as any).from('sbo_pm_tracked_wallets').update({ status: next }).eq('id', id);"
src/pages/os/betting/SBOWalletTracker.tsx,212,"await (supabase as any).from('sbo_pm_tracked_wallets').delete().eq('id', id);"
src/pages/os/dynasty-earn/AdminControlTab.tsx,39,"await supabase.from('dme_platform_config').update({ config_value: value } as any).eq('config_key', key);"
src/pages/os/dynasty-earn/AdminControlTab.tsx,45,"await supabase.from('dme_disputes').update({ status: 'resolved', resolution, resolved_at: new Date().toISOString() } as "
src/pages/os/dynasty-earn/BrandDealExchangeTab.tsx,153,"await supabase.from('dme_brands').update({ status: 'approved' } as any).eq('id', id);"
src/pages/os/dynasty-earn/BrandDealExchangeTab.tsx,290,"await supabase.from('dme_campaign_applications').update({ status: 'accepted' } as any).eq('id', app.id);"
src/pages/os/dynasty-earn/BrandDealExchangeTab.tsx,294,await supabase.from('dme_campaign_assignments').insert({
src/pages/os/dynasty-earn/BrandDealExchangeTab.tsx,305,"await supabase.from('dme_campaign_applications').update({ status: 'rejected' } as any).eq('id', id);"
src/pages/os/dynasty-sales/DynastySalesNetwork.tsx,344,await (supabase as any).from('dsn_commissions').insert({
src/pages/os/dynasty-sales/DynastySalesNetwork.tsx,352,await (supabase as any).from('dsn_affiliate_sales_bridge').insert({
src/pages/os/grants/ApplicationPackage.tsx,155,".update({ application_status: ""submitted"", submitted_at: now })"
src/pages/os/toptier/TTDispatchRequests.tsx,105,"await supabase.from('tt_bookings').update({ status: 'driver_assigned' }).eq('id', req.booking_id);"
src/pages/os/toptier/TTDispatchRequests.tsx,123,"await supabase.from('tt_bookings').update({ status: 'driver_assigned' }).eq('id', assignReq.booking_id);"
src/pages/os/toptier/penthouse/PenthouseBeautyProviders.tsx,73,.update({
src/pages/os/toptier/penthouse/PenthouseBeautyProviders.tsx,89,"await (supabase.from('beauty_providers') as any).update(updatePayload).eq('id', providerId);"
src/pages/os/toptier/penthouse/PenthouseBeautyProviders.tsx,92,await (supabase.from('admin_audit_log') as any).insert({
src/pages/os/toptier/penthouse/PenthouseExoticCarOps.tsx,482,"supabase.from('exotic_car_requests').update({ urgency_level: 'critical' }).eq('id', req.id).then(() => toast.success('Ma"
src/pages/os/toptier/penthouse/PenthouseExoticCarOps.tsx,614,"await supabase.from('exotic_car_request_tasks').update({ task_status: 'completed' }).eq('id', taskId);"
src/pages/os/toptier/penthouse/PenthouseNightlife.tsx,115,await supabase.from('nightlife_bookings').insert({
src/pages/os/uben/AmbassadorNetworkTab.tsx,793,await supabase.from('uben_activity_log').insert({
src/pages/os/unforgettable/UTAmbassadorFinder.tsx,132,"Promise.all(records.map(r => supabase.from('ut_ambassador_prospects').upsert(r, { onConflict: 'platform,username', ignor"
src/pages/os/unforgettable/UTAmbassadorManagement.tsx,247,"await supabase.from(TABLE).update({ payout_status: 'paid', last_payout_at: new Date().toISOString() }).eq('id', amb.id);"
src/pages/os/unforgettable/UTAmbassadorManagement.tsx,351,"await (supabase as any).from('ut_ambassador_insights').update({ dismissed_at: new Date().toISOString() }).eq('id', insig"
src/pages/os/unforgettable/UTAutoFinder.tsx,48,await supabase.from('ut_product_needs' as any).insert({
src/pages/os/unforgettable/UTAutoFinder.tsx,63,"await supabase.from('ut_product_needs' as any).delete().eq('id', id);"
src/pages/os/unforgettable/UTAutoOutreach.tsx,85,const { data: thread } = await (supabase.from('ut_supplier_threads' as any) as any).insert({
src/pages/os/unforgettable/UTBusinessPackages.tsx,58,"await supabase.from('ut_business_packages').update(payload).eq('id', editId);"
src/pages/os/unforgettable/UTBusinessPackages.tsx,61,await supabase.from('ut_business_packages').insert(payload);
src/pages/os/unforgettable/UTBusinessProducts.tsx,77,"await supabase.from('ut_products').update(payload).eq('id', editId);"
src/pages/os/unforgettable/UTBusinessProducts.tsx,80,await supabase.from('ut_products').insert(payload);
src/pages/os/unforgettable/UTBusinessQuotes.tsx,102,"await supabase.from('ut_business_quotes').update({ status }).eq('id', id);"
src/pages/os/unforgettable/UTBusinessQuotes.tsx,106,"await supabase.from('ut_business_requests').update({ status }).eq('id', quote.request_id);"
src/pages/os/unforgettable/UTBusinessRequests.tsx,146,"await supabase.from('ut_business_requests').update({ status: 'quoted' }).eq('id', quoteTarget.id);"
src/pages/os/unforgettable/UTBusinessRequests.tsx,159,"await supabase.from('ut_business_requests').update({ status }).eq('id', id);"
src/pages/os/unforgettable/UTHallOwnerDashboard.tsx,76,"await supabase.from('hall_inquiries').update({ status }).eq('id', id);"
src/pages/os/unforgettable/UTHallOwnerDashboard.tsx,84,"await supabase.from('hall_inquiries').update({ reply, replied_at: new Date().toISOString(), status: 'responded' }).eq('i"
src/pages/os/unforgettable/UTHallOwnerDashboard.tsx,97,"await supabase.from('hall_reviews').update({ reply, replied_at: new Date().toISOString() }).eq('id', id);"
src/pages/os/unforgettable/UTLeadIntelligence.tsx,134,"await supabase.from('ut_lead_sources').update({ is_connected: true, api_key_configured: true, status: 'connected' }).eq("
src/pages/os/unforgettable/UTPayoutManager.tsx,24,"await (supabase.from('ut_vendor_payments' as any).update({ status: 'released', released_at: new Date().toISOString() })."
src/pages/os/unforgettable/UTStaffMemberDashboard.tsx,71,"await supabase.from('staff_inquiries').update({ status }).eq('id', id);"
src/pages/os/unforgettable/UTStaffMemberDashboard.tsx,78,"await supabase.from('staff_inquiries').update({ reply, replied_at: new Date().toISOString(), status: 'responded' }).eq('"
src/pages/os/unforgettable/UTStaffMemberDashboard.tsx,90,"await supabase.from('staff_reviews').update({ reply, replied_at: new Date().toISOString() }).eq('id', id);"
src/pages/os/unforgettable/UTSupplierDecisionEngine.tsx,94,await supabase.from('ut_procurement_approvals' as any).insert({
src/pages/os/unforgettable/UTSupplierDecisionEngine.tsx,124,await supabase.from('ut_shipments' as any).insert({
src/pages/os/unforgettable/UTSupplierFinder.tsx,100,await supabase.from('ut_suppliers' as any).insert({
src/pages/os/unforgettable/UTSupplierInbox.tsx,125,"await supabase.from('ut_supplier_conversations' as any).update({ read_status: true }).eq('id', id);"
src/pages/os/unforgettable/UTSupplierInbox.tsx,131,"await supabase.from('ut_suppliers' as any).update({ is_urgent: true }).eq('id', supplierId);"
src/pages/os/unforgettable/UTSupplierInbox.tsx,137,await supabase.from('ut_supplier_risk_profiles' as any).upsert({
src/pages/os/unforgettable/UTSupplierInbox.tsx,144,"await supabase.from('ut_suppliers' as any).update({ risk_score: 80 }).eq('id', supplierId);"
src/pages/os/unforgettable/UTSupplierInbox.tsx,189,await supabase.from('ut_supplier_negotiations' as any).update({
src/pages/os/unforgettable/UTSupplierInboxV2.tsx,55,"await supabase.from('ut_supplier_messages' as any).update({ is_read: true } as any).eq('thread_id', threadId).eq('is_rea"
src/pages/os/unforgettable/UTSupplierInboxV2.tsx,56,"await supabase.from('ut_supplier_threads' as any).update({ unread_count: 0 } as any).eq('id', threadId);"
src/pages/os/unforgettable/UTSupplierManager.tsx,239,"supabase.from('ut_suppliers' as any).update({ [field]: i + 1 }).eq('id', selectedSupplier.id).then(() => {"
src/pages/os/unforgettable/UTVendorPayments.tsx,27,"await (supabase.from('ut_vendor_payments' as any).update({ status: 'released', released_at: new Date().toISOString() })."
src/pages/os/unforgettable/UTVirtualTours.tsx,146,"await supabase.from('photographer_jobs').insert({ request_id: requestId, photographer_id: photographerId, price, commiss"
src/pages/os/unforgettable/UTVirtualTours.tsx,147,"await supabase.from('virtual_tour_requests').update({ status: 'assigned', assigned_photographer_id: photographerId } as "
src/pages/os/unforgettable/UTVirtualTours.tsx,277,"await supabase.from('photographer_jobs').insert({ request_id: requestId, photographer_id: best.photographer_id, price, c"
src/pages/os/unforgettable/UTVirtualTours.tsx,278,"await supabase.from('virtual_tour_requests').update({ status: 'assigned', assigned_photographer_id: best.photographer_id"
src/pages/os/unforgettable/UTVirtualTours.tsx,296,await supabase.from('photographer_jobs').insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,305,await supabase.from('virtual_tour_requests').update({
src/pages/os/unforgettable/UTVirtualTours.tsx,389,"if (job) await supabase.from('virtual_tour_requests').update({ status: 'completed' } as any).eq('id', job.request_id);"
src/pages/os/unforgettable/UTVirtualTours.tsx,392,"if (p) await supabase.from('photographers').update({ jobs_completed: p.jobs_completed + 1 } as any).eq('id', p.id);"
src/pages/os/unforgettable/UTVirtualTours.tsx,432,await (supabase.from('photographer_territories' as any) as any).insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,440,await (supabase.from('photographer_applications' as any) as any).update({
src/pages/os/unforgettable/UTVirtualTours.tsx,447,await (supabase.from('photographer_applications' as any) as any).update({
src/pages/os/unforgettable/UTVirtualTours.tsx,462,"await (supabase.from('virtual_tour_quotes' as any) as any).update(update).eq('id', quoteId);"
src/pages/os/unforgettable/UTVirtualTours.tsx,469,"await supabase.from('photographer_jobs').update({ qa_status: qaStatus, qa_notes: notes || null } as any).eq('id', jobId)"
src/pages/os/unforgettable/UTVirtualTours.tsx,1290,"await supabase.from('photographer_jobs').update({ payout_id: payout.id, payout_status: 'batched' } as any).eq('id', jid)"
src/pages/os/unforgettable/UTVirtualTours.tsx,1292,await (supabase.from('photographer_payout_audit_log' as any) as any).insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,1356,"await (supabase.from('photographer_payouts' as any) as any).update(updates).eq('id', payoutId);"
src/pages/os/unforgettable/UTVirtualTours.tsx,1360,"await supabase.from('photographer_jobs').update({ payout_status: 'paid' } as any).eq('id', item.photographer_job_id);"
src/pages/os/unforgettable/UTVirtualTours.tsx,1364,"await supabase.from('photographers').update({ last_payout_at: new Date().toISOString(), lifetime_paid_out: (Number((ph a"
src/pages/os/unforgettable/UTVirtualTours.tsx,1366,await (supabase.from('photographer_payout_audit_log' as any) as any).insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,1527,"await (supabase.from('virtual_tour_quotes' as any) as any).update({ quote_status: 'sent', sent_at: new Date().toISOStrin"
src/pages/os/unforgettable/UTVirtualTours.tsx,1528,"await (supabase.from('venue_quote_actions' as any) as any).insert({ quote_id: quoteId, action_type: 'sent', actor_type: "
src/pages/os/unforgettable/UTVirtualTours.tsx,1563,"await (supabase.from('virtual_tour_quotes' as any) as any).update({ quote_status: 'viewed' as any, venue_viewed_at: new "
src/pages/os/unforgettable/UTVirtualTours.tsx,1564,"await (supabase.from('venue_quote_actions' as any) as any).insert({ quote_id: quoteId, action_type: 'viewed', actor_type"
src/pages/os/unforgettable/UTVirtualTours.tsx,1603,"await (supabase.from('venue_quote_revisions' as any) as any).update({ admin_response: response, revision_status: status,"
src/pages/os/unforgettable/UTVirtualTours.tsx,1648,await (supabase.from('virtual_tour_quotes' as any) as any).update({
src/pages/os/unforgettable/UTVirtualTours.tsx,1654,"await (supabase.from('virtual_tour_requests' as any) as any).update({ venue_decision_status: 'approved', booking_convers"
src/pages/os/unforgettable/UTVirtualTours.tsx,1656,"await (supabase.from('venue_quote_actions' as any) as any).insert({ quote_id: quoteId, request_id: requestId, action_typ"
src/pages/os/unforgettable/UTVirtualTours.tsx,1664,await (supabase.from('shoot_date_options' as any) as any).insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,1671,const { data: booking } = await (supabase.from('locked_shoot_bookings' as any) as any).insert({
src/pages/os/unforgettable/UTVirtualTours.tsx,1677,"await (supabase.from('shoot_date_options' as any) as any).update({ option_status: 'selected' }).eq('id', optionId);"
src/pages/os/unforgettable/UTVirtualTours.tsx,1678,"await (supabase.from('virtual_tour_quotes' as any) as any).update({ schedule_status: 'locked', locked_booking_id: bookin"
src/pages/os/unforgettable/UTVirtualTours.tsx,1680,await (supabase.from('virtual_tour_requests' as any) as any).update({ booking_conversion_stage: 'date_locked' }).eq('id'
src/pages/os/unforgettable/UTVirtualTours.tsx,1682,"await (supabase.from('venue_quote_actions' as any) as any).insert({ quote_id: option.quote_id, request_id: option.reques"
src/pages/os/unforgettable/UTVirtualTours.tsx,1759,"await (supabase.from('locked_shoot_bookings' as any) as any).update(updates).eq('id', bookingId);"
src/pages/os/unforgettable/UTVirtualTours.tsx,1809,"await (supabase.from('virtual_tour_quotes' as any) as any).update({ quote_status: 'estimated', quote_expires_at: null })"
src/pages/os/unforgettable/UTVirtualTours.tsx,1810,"await (supabase.from('venue_quote_actions' as any) as any).insert({ quote_id: quoteId, action_type: 'reopened', actor_ty"
src/pages/owner/OwnerCryptoDetailPage.tsx,40,".upsert({ key: SETTING_KEY, value: { url: legacy } }, { onConflict: 'key' });"
src/pages/partner/PartnerRespond.tsx,134,".update({ used: true, used_at: new Date().toISOString(), response_type: 'quoted' })"
src/pages/partner/PartnerRespond.tsx,163,".update({ used: true, used_at: new Date().toISOString(), response_type: 'unavailable' })"
src/pages/partner/PartnerRespond.tsx,194,".update({ used: true, used_at: new Date().toISOString(), response_type: 'alternate' })"
src/pages/portal/BikerLogin.tsx,63,"await supabase.from('portal_devices').update({ last_seen_at: new Date().toISOString() }).eq('id', existing.id);"
src/pages/portal/BikerLogin.tsx,80,await supabase.from('portal_security_events').insert({
src/pages/portal/BikerLogin.tsx,127,await supabase.from('portal_audit_log').insert([{
src/pages/portal/BikerLogin.tsx,151,await supabase.from('portal_audit_log').insert([{
src/pages/portal/DriverLogin.tsx,63,"await supabase.from('portal_devices').update({ last_seen_at: new Date().toISOString() }).eq('id', existing.id);"
src/pages/portal/DriverLogin.tsx,80,await supabase.from('portal_security_events').insert({
src/pages/portal/DriverLogin.tsx,139,await supabase.from('portal_audit_log').insert([{
src/pages/portal/DriverLogin.tsx,165,await supabase.from('portal_audit_log').insert([{
src/pages/portal/PortalRegister.tsx,93,.update({ requested_role: selectedRole })
src/pages/portal/wholesaler/WholesalerFulfillment.tsx,93,"await (supabase as any).from(""shipping_label_events"").insert({"
src/pages/public/BeautyProviderSignup.tsx,167,await (supabase.from('provider_media') as any).insert(mediaInserts);
src/pages/public/BeautyProviderSignup.tsx,173,await (supabase.from('provider_services') as any).insert(
src/pages/public/BeautyProviderSignup.tsx,184,await (supabase.from('beauty_provider_applications') as any).insert({
src/pages/real-estate/RELeadPipeline.tsx,310,"const q = supabase.from('re_leads').update(patch).eq('zip', row.zip || '');"
src/pages/real-estate/REVADesk.tsx,91,"await supabase.from('re_va_tasks').update({ status: 'in_progress' }).eq('id', task.id);"
src/pages/real-estate/REVADesk.tsx,117,await supabase.from('re_va_tasks').update({
src/pages/real-estate/REVADesk.tsx,121,await supabase.from('re_leads').update({
src/pages/real-estate/REVADesk.tsx,127,await supabase.from('re_va_tasks').insert({
src/pages/solar/SolarOutreach.tsx,138,"await supabase.from('solar_leads').update({ status: 'contacted' }).eq('id', leadId);"
src/pages/solar/SolarOutreach.tsx,160,.update({ outreach_status: 'interested' })
src/pages/sports-betting/SportsBettingOS.tsx,737,"await supabase.from('sbo_predictions').delete().eq('game_id', game.id).gte('created_at', rStart);"
src/pages/sports-betting/SportsBettingOS.tsx,738,"await (supabase as any).from('sbo_saved_picks').delete().eq('source_id', localPrediction?.id || localPrediction?.predict"
src/pages/sports-betting/SportsBettingOS.tsx,739,"await supabase.from('sbo_game_intelligence').delete().eq('game_id', game.id);"
src/pages/sports-betting/SportsBettingOS.tsx,1022,"await supabase.from('sbo_predictions').delete().eq('prediction_type', 'player_prop').gte('created_at', `${today}T00:00:0"
src/pages/sports-betting/SportsBettingOS.tsx,1023,"await supabase.from('sbo_saved_picks').delete().eq('pick_type', 'prop').gte('created_at', `${today}T00:00:00-04:00`);"
src/pages/sports-betting/SportsBettingOS.tsx,1767,.delete()
src/pages/sports-betting/SportsBettingOS.tsx,1792,const { data: inserted } = await (supabase as any).from('sbo_parlays').insert({
src/pages/sports-betting/SportsBettingOS.tsx,1817,await (supabase as any).from('sbo_parlay_legs').insert(legRows);
src/pages/sports-betting/SportsBettingOS.tsx,1937,await (supabase as any).from('sbo_parlay_legs').insert(legRows);
src/pages/sports-betting/SportsBettingOS.tsx,4270,await supabase.from('sbo_parlays').insert({
src/pages/sports-betting/SportsBettingOS.tsx,4292,await (supabase as any).from('sbo_run_log').insert({
src/pages/sports-betting/SportsBettingOS.tsx,4426,"await supabase.from('sbo_predictions').delete().gte('created_at', frStart);"
src/pages/sports-betting/SportsBettingOS.tsx,4427,"await supabase.from('sbo_game_intelligence').delete().gte('created_at', frStart);"
src/pages/sports-betting/SportsBettingOS.tsx,4428,"await supabase.from('sbo_games').delete().gte('game_date', frStart).lte('game_date', frEnd);"
src/services/aiEngine.ts,201,await supabase.from('ai_command_logs').insert({
src/services/briefingEngine.ts,251,await client.from('ai_daily_briefings').insert({
src/services/followUpActions.ts,114,await client.from('scheduled_tasks').insert({
src/services/followUpActions.ts,186,await client.from('scheduled_tasks').insert({
src/services/followUpActions.ts,214,await client.from('scheduled_tasks').insert({
src/services/followUpActions.ts,392,await client.from('scheduled_tasks').insert({
src/services/followUpActions.ts,436,await client.from('ai_follow_up_log').insert({
src/services/followUpTriggerService.ts,44,.update({ status: 'completed' })
src/services/followUpTriggerService.ts,107,.update({ status: 'completed' })
src/services/followUpTriggerService.ts,153,.update({ status: 'completed' })
src/services/followUpTriggerService.ts,199,.update({ status: 'completed' })
src/services/invitationService.ts,56,await supabase.from('security_audit_log').insert({
src/services/roleService.ts,204,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,215,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,230,".insert({ user_id: userId, referral_code: referralCode, ...data })"
src/services/roleService.ts,258,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,265,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,272,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,279,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,286,".insert({ user_id: userId, ...data })"
src/services/roleService.ts,335,.update({ user_id: userId })
src/services/roleService.ts,348,.update({ name: opRecord.full_name })
src/services/roleService.ts,362,.insert({
src/services/voiceProviderRouter.ts,85,.insert({
src/services/fieldGovernance/submitFieldChange.ts,189,.update({
src/services/fieldGovernance/submitFieldChange.ts,207,.update({
src/services/fieldGovernance/useGovernedFieldMutation.ts,44,"*     await supabase.from('store_brand_stickers').update(payload.payload_after).eq('id', payload.entity_id);"
src/services/floor10/aiPermissionGuard.ts,202,await supabase.from('ai_decision_log').insert([{
src/services/floor9/executionEngine.ts,292,.update({
src/services/floor9/executionEngine.ts,353,.update({
src/services/floor9/executionEngine.ts,369,.update({
src/services/floor9/executionEngine.ts,747,.insert({
src/services/floor9/executionEngine.ts,865,.update({
src/services/floor9/executionEngine.ts,874,.update({
src/services/floor9/taskProgressService.ts,214,.update({ status: 'rejected' })
src/services/floor9/taskProgressService.ts,281,".update({ final_report: report as unknown as Record<string, any> })"
src/services/intelligenceAccountability/exposureTracker.ts,69,await (supabase as any).from('intelligence_exposures').insert({
src/services/inventory/useStoreInventory.ts,182,await supabase.from('inventory_audit_log').insert({
src/services/inventory/useStoreInventory.ts,235,await supabase.from('inventory_audit_log').insert({
src/services/marketplace/useCart.ts,326,"await supabase.from('cart_items').delete().eq('cart_id', cart.id);"
src/services/marketplace/useCart.ts,327,"await supabase.from('carts').update({ status: 'converted' }).eq('id', cart.id);"
src/services/marketplace/useCheckout.ts,348,await supabase.from('dd_routing_audit').insert({
src/services/marketplace/useCheckout.ts,356,await supabase.from('shipping_labels').insert({
src/services/messaging/useMessaging.ts,240,await supabase.from('messages').insert([{
src/services/messaging/useMessaging.ts,281,".update({ read_by: [...(msg.read_by || []), user.id] })"
src/services/organization/useOrganization.ts,219,await supabase.from('org_activity_logs').insert({
src/services/organization/useOrganization.ts,253,await supabase.from('org_activity_logs').insert({
src/services/organization/useOrganization.ts,282,await supabase.from('org_activity_logs').insert({
src/services/organization/useOrganization.ts,344,".update({ accepted: true, accepted_at: new Date().toISOString() })"
src/services/organization/useOrganization.ts,348,await supabase.from('org_activity_logs').insert({
src/services/taskGovernance/dryRunService.ts,73,.update({
src/services/taskGovernance/dryRunService.ts,207,.update({
src/services/taskGovernance/productionLock.ts,242,* await supabase.from('orders').insert({ ... });
src/services/taskGovernance/productionLock.ts,246,*   await supabase.from('orders').insert({ ... });
src/services/taskGovernance/taskGovernanceService.ts,381,.update({ status: 'rejected' })
src/services/taskGovernance/taskGovernanceService.ts,794,".update({ final_report: report as unknown as Record<string, any> })"
src/services/wholesaler/useWholesalerOrders.ts,116,.update({ status: 'completed' })
src/utils/seedAutomations.ts,64,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,77,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,90,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,103,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,116,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,129,await supabase.from('automation_rules').insert({
src/utils/seedAutomations.ts,142,await supabase.from('automation_rules').insert({
src/utils/xpCalculator.ts,63,.update({
src/utils/xpCalculator.ts,72,.insert({
supabase/functions/_shared/capperIdentity.ts,221,.update({
supabase/functions/_shared/capperIdentity.ts,255,"await supabase.from(""sbo_pending_capper_identities"").insert({"
supabase/functions/_shared/capperIdentity.ts,272,.update({
supabase/functions/_shared/capperIdentity.ts,293,".update({ promoted_at: new Date().toISOString(), promoted_capper_id: capperId })"
supabase/functions/_shared/dc_sync_log.ts,30,await supabase.from('dc_lead_sync_log').insert(entry);
supabase/functions/_shared/dc_sync_log.ts,41,await supabase.from('dc_lead_sync_log').insert(entries);
supabase/functions/_shared/gasmaskMissedRecovery.ts,79,"await supabase.from(""communication_logs"").insert({"
supabase/functions/accept-crm-invite/index.ts,109,.update({ status: 'expired' })
supabase/functions/admin-notify/index.ts,144,"await supabase.from(""admin_notifications_log"").insert({"
supabase/functions/admin-notify/index.ts,236,"await supabase.from(""admin_notifications_log"").insert({"
supabase/functions/admin-notify/index.ts,244,"await supabase.from(""admin_notifications_log"").insert({"
supabase/functions/admin-notify/index.ts,255,"await supabase.from(""admin_notifications_log"").insert({"
supabase/functions/advisor-instincts/index.ts,285,await supabase.from('advisor_sessions').insert({
supabase/functions/advisor-mind/index.ts,164,await supabase.from('advisor_sessions').insert({
supabase/functions/advisor-mind/index.ts,279,await supabase.from('advisor_scenarios').insert({
supabase/functions/ai-backfill-runner/index.ts,57,"await supabase.from('ai_backfill_jobs').update({ status: 'running', last_run_at: new Date().toISOString() }).eq('id', jo"
supabase/functions/ai-backfill-runner/index.ts,101,"await supabase.from('store_master').update({ notes: newNotes }).eq('id', s.id);"
supabase/functions/ai-backfill-runner/index.ts,103,await supabase.from('ai_backfill_items').insert({
supabase/functions/ai-backfill-runner/index.ts,110,await supabase.from('ai_backfill_items').insert({
supabase/functions/ai-backfill-runner/index.ts,143,await supabase.from('ai_backfill_items').insert({
supabase/functions/ai-backfill-runner/index.ts,150,await supabase.from('ai_backfill_items').insert({
supabase/functions/ai-backfill-runner/index.ts,158,await supabase.from('ai_backfill_jobs').update({
supabase/functions/ai-communication-analyzer/index.ts,168,.update({
supabase/functions/ai-dedupe-review/index.ts,118,await supabase.from('dedupe_suggestions').insert({
supabase/functions/ai-financial-briefing/index.ts,135,await supabase.from('financial_ai_insights').insert({
supabase/functions/ai-graduation-evaluator/index.ts,137,.insert({
supabase/functions/ai-graduation-evaluator/index.ts,466,.update({
supabase/functions/ai-graduation-evaluator/index.ts,475,.insert({
supabase/functions/ai-graduation-evaluator/index.ts,490,.insert({
supabase/functions/ai-learning-engine/index.ts,183,.insert({
supabase/functions/ai-risk-scan/index.ts,121,.update(riskData)
supabase/functions/ai-risk-scan/index.ts,213,.update(riskData)
supabase/functions/ai-risk-scan/index.ts,301,.update(riskData)
supabase/functions/ai-risk-scan/index.ts,307,.insert(riskData);
supabase/functions/ai-risk-scan/index.ts,384,.update(riskData)
supabase/functions/ai-risk-scan/index.ts,390,.insert(riskData);
supabase/functions/ai-risk-scan/index.ts,443,.update(snapshotData)
supabase/functions/ai-risk-scan/index.ts,448,.insert(snapshotData);
supabase/functions/ai-risk-scan/index.ts,461,.update({ expires_at: new Date().toISOString() })
supabase/functions/ai-routine-runner/index.ts,149,.insert({
supabase/functions/ai-sales-scorer/index.ts,129,.update({
supabase/functions/ai-worker-engine/index.ts,175,await supabase.from('ai_work_tasks').insert({
supabase/functions/ai-worker-engine/index.ts,262,.update({
supabase/functions/ai-worker-engine/index.ts,273,.update({ status: 'busy' })
supabase/functions/ai-worker-engine/index.ts,291,.update({
supabase/functions/ai-worker-engine/index.ts,302,.update({
supabase/functions/alert-escalation/index.ts,40,".update({ severity: newSeverity, metadata: { ...((alert.metadata as any) || {}), escalated: true, previous_severity: ale"
supabase/functions/alert-escalation/index.ts,45,"await supabase.from(""ai_work_tasks"").insert({"
supabase/functions/alert-escalation/index.ts,56,"await supabase.from(""ai_instinct_log"").insert({"
supabase/functions/ambassador-sale-webhook/index.ts,130,.update({
supabase/functions/analyze-account-note/index.ts,91,.update({
supabase/functions/analyze-dialer-call/index.ts,120,"await supabase.from(""outbound_call_queue"").update({ bland_transcript: transcript }).eq(""id"", queue_item_id);"
supabase/functions/analyze-va-call/index.ts,178,.update({ transcript })
supabase/functions/apply-call-disposition/index.ts,161,.update({
supabase/functions/apply-call-disposition/index.ts,176,.insert({
supabase/functions/apply-call-disposition/index.ts,199,.update({ total_followups: (supabase as any).sql`total_followups + 1` })
supabase/functions/apply-call-disposition/index.ts,223,.update({
supabase/functions/apply-call-disposition/index.ts,238,.insert({
supabase/functions/apply-call-disposition/index.ts,254,"await supabase.from(""call_revenue_events"").insert({"
supabase/functions/apply-call-disposition/index.ts,274,.update({ total_revenue: (camp.total_revenue || 0) + revenue_amount })
supabase/functions/apply-call-disposition/index.ts,293,.update({ [col]: ((camp as any)[col] || 0) + 1 })
supabase/functions/apply-call-disposition/index.ts,303,.update({ do_not_call: true })
supabase/functions/assign-lead-to-dc/index.ts,87,.update({
supabase/functions/audit-note-parser/index.ts,169,"await supabase.from(""audit_batches"").update({"
supabase/functions/audit-note-parser/index.ts,197,"await supabase.from(""audit_batches"").update({"
supabase/functions/audit-note-parser/index.ts,285,"await supabase.from(""audit_batches"").update({"
supabase/functions/auto-assign-deals/index.ts,87,.update({
supabase/functions/auto-assign-deals/index.ts,97,.insert([{
supabase/functions/auto-draft-batches/index.ts,60,await supabase.from('system_alerts').insert({
supabase/functions/auto-fill-application/index.ts,179,.insert(seed)
supabase/functions/auto-fill-application/index.ts,286,.insert({
